cdf_offer_id,cdf_merchant_id,offer_name,merchant_description,category,tags_with_attributes,offer_url,valid_from,valid_to,online,offer_title,Tags,city,country,brand_logos,curated_image,merchant_banner_image,offer_image,Wael,Salama,Khaleed
167824,LL1268,Al Badayer Retreat by Sharjah Collection,Al Badayer Retreat By Sharjah Collection offers products under travel category. For more info about the brand visit store directly,travel,"{room_amenities=[large-beds, air-conditioned, free-toiletries, clean-rooms, tv, hair-dryer, private-attached-pool, bathrobe, mini-bar], accessibility=[eat-outs], service=[room-service, house-keeping], star_rating=[5-star], design=[basic-design], hotel_amenities=[designated-smoking-area, wheelchair-access, fitness-center, restaurant, banquet-hall, dry-cleaning, business-meeting, front-desk, concierge, garden, free-internet, swimming-pool, photocopier, free-parking, laundry-service, 24-by-7-support], hotel_type=[luxury-hotel], suitable_for_tags=[kids-and-family, couple, large-group, business-traveller], nearby_attractions=[nature-and-wildlife], room_type=[family-room, king-room, double-room, soundproof-room, non-smoking-room]}",,22-12-2022,12-10-2025,FALSE,Get up to 20% off on your room rates at Al Badayer Retreat by Sharjah Collection,large-beds|family-room|kids-and-family|king-room|room-service|air-conditioned|designated-smoking-area|wheelchair-access|fitness-center|restaurant|double-room|eat-outs|banquet-hall|free-toiletries|soundproof-room|dry-cleaning|5-star|non-smoking-room|clean-rooms|couple|tv|business-meeting|nature-and-wildlife|hair-dryer|front-desk|basic-design|concierge|luxury-hotel|large-group|garden|private-attached-pool|bathrobe|free-internet|swimming-pool|photocopier|mini-bar|business-traveller|house-keeping|free-parking|laundry-service|24-by-7-support,Sharjah,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Al_Badayer_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/mysk_al _badyayer_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Mysk_Al_Badayer_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/Mysk_Al_Badayer_offer.webp,q3,,s2
169959,AD4532,Dubaistore,Dubaistore Is An Online Marketplace Government Initiative By Dubai Economy And Tourism.,retail stores,"{subcategory_tags=[health-and-beauty, computer-and-electronics, home-and-kitchen, travel-accessories, tools-and-home-improvement, apparel-and-accessories, sports-and-outdoors, pet-supplies, books-and-music], single_or_multi_brand=[multi-brand], customer_service_1_tags=[basic-service], product_type=[apparel-and-accessories, books, kitchen-appliances, musical-instrument, home-furnishings, personal-care, furniture, pet-and-pet-supplies, perfumery, home-appliances, video-games, kids-utilities, home-improvement-supplies], customer_service_2_tags=[delivery-service], brand_tags=[international], store_type=[regular-retail-store], purchase_channel_tags=[online-and-in-store]}",https://ad.admitad.com/g/iclcdo41u4d19318053674025c6e6e/?i=8,10-01-2023,31-12-2025,TRUE,Get 10% off up to 50 AED on your purchase at DubaiStore,health-and-beauty|computer-and-electronics|apparel-and-accessories|books|multi-brand|home-and-kitchen|kitchen-appliances|travel-accessories|musical-instrument|tools-and-home-improvement|home-furnishings|regular-retail-store|personal-care|furniture|apparel-and-accessories|pet-and-pet-supplies|online-and-in-store|perfumery|home-appliances|video-games|kids-utilities|basic-service|sports-and-outdoors|pet-supplies|delivery-service|international|books-and-music|home-improvement-supplies,all,all,https://dpimages.crayondata.com/high-res-image/resized/dubaistore_logo.webp,https://dpimages.crayondata.com/high-res-image/resized/dubaistore_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/dubaistore_banner.webp,https://dpimages.crayondata.com/high-res-image/resized/dubaistore_offer.webp,q4,y,q2
173285,LL920,Al Qurm Restaurant - Kingfisher Retreat by Sharjah Collection,Al Qurm Serves Up A Healthy Organic Gastronomic Experience. The Open-Space Social Dining Facility Boasts A Fresh Menu That Features Both Local And International Cuisines. Guests Can Choose From A Buffet Or Enjoy A Set Menu.,dining,"{amenities=[live-cooking, wifi], famous-for=[breakfast], dining-type=[casual-dining], design=[classical-design], channel=[dine-in], cuisine=[arabian-cuisine, middle-eastern-cuisine], price_range=[premium], suitable_for_tags=[couple-friendly, large-group-friendly], payment=[accepts-cards], customer_service_tags=[booking-and-reservations], restaurant-type=[restaurant], restaurant-specifics=[buffet]}",,22-12-2022,10-12-2025,FALSE,Get up to 15% off on your purchase at Al Qurm Restaurant - Kingfisher Retreat by Sharjah Collection,arabian-cuisine|premium|live-cooking|booking-and-reservations|dine-in|buffet|casual-dining|breakfast|restaurant|couple-friendly|accepts-cards|classical-design|large-group-friendly|wifi|middle-eastern-cuisine,Sharjah,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Mysk_Kingfisher_Retreat_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Al_Qurm_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Al_Qurm_banner.webp,https://dpimages.crayondata.com/high-res-image/resized/Al_Qurm_offer.webp,,,q1
178460,LL980,Fooqa Perfumes,For more info visit store directly,retail stores,0,,06-12-2024,02-11-2025,FALSE,Get up to 15% off on your purchase at Fooqa Perfumes,specialty-store|in-store|health-and-beauty|perfumery,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Fooqa_perfumes_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/Fooqa_perfumes_Offer.webp,https://dpimages.crayondata.com/high-res-image/resized/Fooqa_perfumes_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/fooqa_offer.webp,,,
178461,LL983,Le Damas,"The Original Arabic Sweets Are Symbolized In One Word, Le Damas Sweets, As It Is Known For Its High Quality And Distinctive Taste, Which Reflects The Long Experience In The Sweets Industry",dining,"{customer_service_1_tags=[basic-service], subcategory_tags=[food-beverages-and-groceries], product_type=[confectionery, dry-fruits-and-nuts, chocolates], customer_service_2_tags=[delivery-service], store_type=[regular-retail-store], purchase_channel_tags=[online]}",,23-01-2023,07-06-2025,FALSE,Get up to 10% off on your purchase above AED 250 at Le Damas,regular-retail-store|confectionery|basic-service|online|food-beverages-and-groceries|dry-fruits-and-nuts|delivery-service|chocolates,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/le_dammas_logo.webp,https://dpimages.crayondata.com/high-res-image/resized/le_dammas_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/le_dammas_logo_banner.webp,https://dpimages.crayondata.com/high-res-image/resized/le_dammas_offer.webp,,,
179491,AD4664,Metrobrazil,"Metro Brazil, The Foremost E-Commerce Platform For Luxury Brazilian Shapewear In The Middle East, Has Redefined The Way People Approach Body Shaping And Confidence-Boosting Solutions Throughout The Region. Our Mission Is To Empower Individuals To Embrace Their Best Selves, And We Do This By Offering An Extensive Selection Of Top-Tier Shapewear Products Tailored To Diverse Needs. With An Unwavering Commitment To Style, Comfort, And Functionality, Metro Brazil Has Earned A Stellar Reputation For Delivering Innovative Solutions That Enhance The Natural Beauty Of Our Customers.",retail stores,"{subcategory_tags=[clothing-store], customer_service_1_tags=[basic-service], product_type_1_tags=[men-women-children-clothing], product_type_2_tags=[occasional-clothing, active-and-sports-wear, daily-clothing], product_type_3_tags=[casual-wear, formal-wear], store_type_tags=[regular-retail-store], purchase_channel_tags=[online-and-in-store], product_type_4_tags=[dresses]}",https://wpmsx.com/g/h0nwa289vt4656fbbe8b278029db65/?i=8,23-02-2023,31-12-2025,TRUE,Get up to 10% off on your purchase at Metrobrazil,occasional-clothing|regular-retail-store|casual-wear|active-and-sports-wear|online-and-in-store|dresses|clothing-store|men-women-children-clothing|formal-wear|basic-service|daily-clothing,all,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/metro_brazil_logo.webp,https://dpimages.crayondata.com/high-res-image/resized/metro_brazil_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/metro_brazil_banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/metro_brazil_offer.webp,,,
179495,AC22,Bloomingdales,"Bloomingdale's is a luxury omnichannel retailer like no other.Since the first store opened outside of the United States in The Dubai Mall in 2010 , followed by the 360 Mall store in Kuwait in 2017 , we've been committed to providing a seamless shopping experience from start to finish.Showcasing the most coveted womenswear, menswear, kidswear, beauty and home collections to the style-savvy and trend-driven, our iconic brand offering and exceptional service is unrivalled.Add to that an expert personal shopping team, extensive beauty treatment menu and complimentary in-store service range and you've got the exclusive experience that Bloomingdale's is renowned for today.As Bloomingdales.e was born in 2020, so too was 2-hour click and collect in Dubai and same-day delivery within the UAE, as well as express shipping to Kuwait.Whether connecting with us in-store, online or on the app, we keep fashion fun and shopping simple with sustainable packaging, easy returns and exceptional customer care available 7 days a week.Bloomingdale's is an Amber participating store and part of  Al Tayer Insignia in Dubai.",apparel and accessories,"{subcategory_tags=[footwear-store, clothing-store, accessories-store], customer_service_1_tags=[basic-service], product_type_1_tags=[bags-and-wallets, sunglasses, men-women-children-shoes, men-women-children-clothing, hair-accessories, ties, jewellery-and-watch-store, others, scarfs-and-shawls, belts], customer_service_2_tags=[large-product-range], product_type_2_tags=[wallets, daily-clothing, formal-shoes, fine-jewellery, casual-bags, luxury-watches, occasional-clothing, fashion-watches, specialty-wear, winter-wear, casual-shoes, active-and-sports-wear, fashion-jewellery, formal-bags, maternity-wear], ethnicity_tags=[western-clothing], product_type_3_tags=[swim-and-beach-wear, bracelets, formal-wear, loafers, party-wear, satchels-and-shoulder-bags, sandals, business-apparel, necklaces, casual-wear, outerwear, charms, totes, sneakers, bangles, pumps, inner-wear-and-lingerie, flats, boots, rings, flipflops, loungewear, heels, clutches, backpacks], brand_tags=[international], store_type_tags=[regular-retail-store], purchase_channel_tags=[online-and-in-store], style_tags=[modern], product_type_4_tags=[gold, pants, silk, dresses, petite-size, coats, leather, pearl, cashmere, suits, leather-shoes, t-shirts, jeans, shirts, prints, canvas-shoes, jackets-and-blazers, canvas, hand-made-materials, diamonds, designer-labels, cardigans, sweaters, plus-size]}",https://go.arabclicks.com/aff_c?offer_id=662&aff_id=68962,23-02-2023,31-12-2025,TRUE,Get up to 15% off on your purchase at Bloomingdales,bags-and-wallets|wallets|swim-and-beach-wear|bracelets|sunglasses|formal-wear|daily-clothing|formal-shoes|fine-jewellery|loafers|gold|party-wear|satchels-and-shoulder-bags|pants|casual-bags|silk|luxury-watches|men-women-children-shoes|footwear-store|men-women-children-clothing|sandals|business-apparel|dresses|necklaces|casual-wear|occasional-clothing|fashion-watches|petite-size|western-clothing|online-and-in-store|hair-accessories|outerwear|charms|coats|leather|modern|ties|pearl|specialty-wear|jewellery-and-watch-store|winter-wear|others|totes|scarfs-and-shawls|cashmere|sneakers|bangles|suits|pumps|leather-shoes|t-shirts|inner-wear-and-lingerie|jeans|shirts|flats|prints|boots|belts|rings|canvas-shoes|flipflops|jackets-and-blazers|canvas|large-product-range|loungewear|regular-retail-store|casual-shoes|international|clothing-store|hand-made-materials|active-and-sports-wear|heels|diamonds|accessories-store|designer-labels|fashion-jewellery|clutches|cardigans|sweaters|plus-size|formal-bags|maternity-wear|basic-service|backpacks,all,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/bloomingdale_logo.webp,https://dpimages.crayondata.com/high-res-image/resized/bloomingdale_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/bloomingdale_banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/bloomingdale_offer.webp,q1,q2,y
207353,HDFC10052,The Body Shop,The Body Shop offers products under retail stores category. For more info about the brand visit https://www.thebodyshop.ae/,retail stores,"{customer_service_1_tags=[basic-service], subcategory_tags=[health-and-beauty], single_or_multi_brand=[single-brand], product_type=[cosmetics-and-skincare, vegan-products, perfumery], customer_service_2_tags=[delivery-service], brand_tags=[regional], store_type=[specialty-store], purchase_channel_tags=[online-and-in-store]}",https://www.thebodyshop.ae/,08-05-2023,31-12-2025,TRUE,Get up to 15% discount on your purchase at The Body Shop,basic-service|specialty-store|health-and-beauty|cosmetics-and-skincare|vegan-products|regional|online-and-in-store|single-brand|perfumery|delivery-service,all,all,https://dpimages.crayondata.com/high-res-image/resized/bodyshop_logo.webp,https://dpimages.crayondata.com/high-res-image/resized/bodyshop_offer.webp,https://dpimages.crayondata.com/high-res-image/resized/bodyshop_bnr.webp,https://dpimages.crayondata.com/high-res-image/resized/bodyshop_offer.webp,,q3,
179590,BE6693,Dr.Nutrition,"Dr. Nutrition Is The Largest Brand In The Middle East Specialized In Diet Plans, Natural Products, And Sports Nutrition Supplements With More Than 200 Branches In The Largest Malls In The Middle East Such As Dubai Mall.",retail stores,"{subcategory_tags=[health-and-beauty], customer_service_1_tags=[basic-service], product_type=[nutritional-supplements], store_type=[regular-retail-store], purchase_channel_tags=[in-store]}",https://go.arabclicks.com/aff_c?offer_id=1197&aff_id=68962,23-02-2023,31-12-2025,TRUE,Get up to 10% off on your purchase at Dr.Nutrition,multi-brand|health-and-beauty|nutritional-supplements|personal-care|regular-retail-store|average-pricing|local|basic-service|online-and-in-store,all,all,https://dpimages.crayondata.com/high-res-image/resized/dnp_logo.webp,https://dpimages.crayondata.com/high-res-image/resized/dnp_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/dnp_banner.webp,https://dpimages.crayondata.com/high-res-image/resized/dnp_merchant.webp,,,
1347,AC143,Tommy Hilfiger,"TOMMY HILFIGER is one of the worlds leading designer lifestyle brands and is internationally recognized for celebrating the essence of classic American cool style, featuring preppy with a twist designs.",apparel and accessories,"{customer_service_1_tags=[basic-service], subcategory_tags=[accessories-store, clothing-store, footwear-store], product_type_1_tags=[bags-and-wallets, men-women-children-clothing, belts, men-women-children-shoes, scarfs-and-shawls], customer_service_2_tags=[large-product-range], product_type_2_tags=[active-and-sports-wear, daily-clothing, winter-wear, formal-shoes, casual-shoes], ethnicity_tags=[western-clothing], product_type_3_tags=[casual-wear, sleep-wear, flipflops, sandals, flats, thermal-wear, swim-and-beach-wear, inner-wear-and-lingerie], brand_tags=[international], purchase_channel_tags=[online-and-in-store], style_tags=[modern], product_type_4_tags=[jeans, shirts, t-shirts, coats, jackets-and-blazers]}",https://go.arabclicks.com/aff_c?offer_id=636&aff_id=68962,20-07-2022,31-12-2025,TRUE,Get 10% off on your purchase at Tommy Hilfiger,casual-wear|jeans|active-and-sports-wear|shirts|daily-clothing|bags-and-wallets|sleep-wear|t-shirts|flipflops|sandals|flats|basic-service|accessories-store|winter-wear|online-and-in-store|thermal-wear|swim-and-beach-wear|formal-shoes|coats|casual-shoes|jackets-and-blazers|clothing-store|western-clothing|modern|men-women-children-clothing|international|inner-wear-and-lingerie|large-product-range|belts|men-women-children-shoes|footwear-store|scarfs-and-shawls,all,all,https://dpimages.crayondata.com/high-res-image/resized/AC143_webp_AC143_webp_Tommy_Hilfiger_card_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/1347_webp_Tommy_Hilfiger.webp,https://dpimages.crayondata.com/high-res-image/resized/AC143_webp_Tommy_Hilfiger_banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/1347_webp_Tommy_Hilfiger.webp,q4,s4,
184677,AD38,Italo Jewelry,"We All Aspire To Give The Finest Things To Our Loved Ones. The Best Ring Should Be Uniquely Designed And Of High Quality, Which Always Means A High Price. Love Is Priceless; Is It Then Necessary To Spend A Fortune On A Ring? Is There Any Affordable Choice To Express Love? That'S Why We Created Italo Jewelry---High Quality, Unique Design, Affordable Price.",apparel and accessories,"{subcategory_tags=[accessories-store], customer_service_1_tags=[personal-service], product_type_1_tags=[jewellery-store, bridal-accessories], customer_service_2_tags=[customization], product_type_2_tags=[fashion-jewellery], product_type_3_tags=[bracelets, rings, necklaces], purchase_channel_tags=[online], style_tags=[modern]}",https://ad.admitad.com/g/rok80kc8gr4656fbbe8b87e51e1a66/?i=3,28-04-2021,31-12-2025,TRUE,Get up to 20% discount on your purchase at Italo Jewelry,jewellery-store|fashion-jewellery|bracelets|modern|rings|online|bridal-accessories|accessories-store|necklaces|customization|personal-service,all,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/italo_logo.webp,https://dpimages.crayondata.com/high-res-image/resized/italo_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/italo_banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/italo_offer.webp,q5,q4,
207354,AC97,Noon,Noon offers products under retail stores category. For more info about the brand visit https://www.noon.com/uae-en/,retail stores,"{subcategory_tags=[health-and-beauty, computer-and-electronics, home-and-kitchen, apparel-and-accessories, sports-and-outdoors, toys-and-games], product_type=[toys, apparel-and-accessories, cosmetics-and-skincare, mobile-phones, kitchen-appliances, bicycle-and-accessories, home-furnishings, kitchen-accessories, personal-care, furniture, computer-and-accessories, perfumery, home-appliances, video-games, sporting-equipment, home-audio-and-accessories, cameras-and-accessories], store_type=[regular-retail-store], purchase_channel_tags=[online]}",https://go.arabclicks.com/aff_c?offer_id=1199&aff_id=68962,08-05-2023,31-12-2025,TRUE,Get 10% discount up to 50 AED cashback on your purchase at Noon,health-and-beauty|computer-and-electronics|toys|apparel-and-accessories|cosmetics-and-skincare|mobile-phones|home-and-kitchen|kitchen-appliances|bicycle-and-accessories|home-furnishings|regular-retail-store|kitchen-accessories|personal-care|furniture|apparel-and-accessories|computer-and-accessories|perfumery|online|home-appliances|video-games|sporting-equipment|home-audio-and-accessories|sports-and-outdoors|toys-and-games|cameras-and-accessories,all,all,https://dpimages.crayondata.com/high-res-image/resized/noon_logo01.webp,https://dpimages.crayondata.com/high-res-image/resized/noon_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/noon_banner.webp,https://dpimages.crayondata.com/high-res-image/resized/offer/noon_offer02.webp,q4,q3,y
211479,LL1120,M1 Cafe Lounge,M1 Cafe Lounge offers products under dining category. For more info about the brand visit store directly,dining,"{famous-for=[lunch-and-dinner, breakfast], design=[basic-design], dining-type=[casual-dining], channel=[dine-in], cuisine=[contemporary, asian-cuisine, japanese-cuisine, italian-cuisine], suitable_for_tags=[large-group-friendly, couple-friendly], restaurant-type=[restaurant]}",,18-05-2023,17-05-2025,FALSE,Get up to 15% discount on food at M1 Cafe Lounge,restaurant|large-group-friendly|lunch-and-dinner|basic-design|contemporary|couple-friendly|asian-cuisine|japanese-cuisine|italian-cuisine|dine-in|casual-dining|breakfast,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/SourcedADIB-M1CafeLounge-Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/m1_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/SourcedADIB-M1CafeLounge-Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/SourcedADIB-M1CafeLounge-Image.webp,,,
213462,LL1128,Masmat Almoez,"Masmat Almoez Restaurant Is A Restaurant Located In Uae, Serving A Selection Of Arabic, Grills, Egyptian That Delivers Across Al Nahda 1.",dining,"{amenities=[outdoor-seating], dining-type=[casual-dining], design=[basic-design], channel=[dine-in, take-away], cuisine=[egyptian-cuisine], suitable_for_tags=[large-group-friendly, couple-friendly], customer_service_tags=[delivery-services], restaurant-type=[restaurant]}",,30-05-2023,29-05-2025,FALSE,Get up to 25% off on food at Masmat Almoez,outdoor-seating|large-group-friendly|restaurant|dine-in|couple-friendly|delivery-services|casual-dining|basic-design|take-away|egyptian-cuisine,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/SourcedLogo-MasmatAlmoez.webp,https://dpimages.crayondata.com/high-res-image/resized/masmat_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/SourcedBanner-MasmatAlmoez.webp,https://dpimages.crayondata.com/high-res-image/resized/SourcedImage-MasmatAlmoez.webp,,,
213464,LL1127,Lamarz Restaurant & Cafe,"Serving Urban & Traditional Foods, Speciality Coffee & Hot / Cold Drinks, Desserts.",dining,"{famous-for=[late-night-dining, breakfast, lunch-and-dinner], amenities=[drive-thru, parking-available, private-dining, tv, wheelchair-access, wifi], design=[basic-design], dining-type=[casual-dining], channel=[dine-in, take-away], cuisine=[arabian-cuisine, asian-cuisine, american-cuisine, italian-cuisine], suitable_for_tags=[large-group-friendly, couple-friendly], payment=[accepts-cards], customer_service_tags=[delivery-services, booking-and-reservations], restaurant-type=[restaurant]}",,30-05-2023,29-05-2025,FALSE,Get up to 20% discount on your purchase at Lamarz Restaurant & Cafe,large-group-friendly|late-night-dining|dine-in|couple-friendly|delivery-services|drive-thru|arabian-cuisine|basic-design|take-away|breakfast|lunch-and-dinner|parking-available|restaurant|asian-cuisine|private-dining|booking-and-reservations|tv|accepts-cards|wheelchair-access|american-cuisine|italian-cuisine|casual-dining|wifi,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Sourcedlogo-lamarz.webp,https://dpimages.crayondata.com/high-res-image/resized/lamarz_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/SourcedBanner-Lamarz.webp,https://dpimages.crayondata.com/high-res-image/resized/SourcedImage-Lamarz.webp,,,
213465,LL1124,Caracas Pastry,"Everything Started In 2014 When I Got Obsessed With Making Sourdough For Friends & Family. Established The First Bakery In Doral In 2019 And Opened Our Second Location In Mimo With An Extensive Menu. We Specialize In Making Bread— Good Bread, And Viennoiserie Treats.",dining,"{famous-for=[breakfast], amenities=[wifi], dish-speciality=[pizza], design=[basic-design], dining-type=[casual-dining], channel=[dine-in, take-away], price_range=[average-pricing], cuisine=[middle-eastern-cuisine, lebanese-cuisine, arabian-cuisine], suitable_for_tags=[large-group-friendly, couple-friendly], payment=[accepts-cards], customer_service_tags=[delivery-services], restaurant-type=[restaurant]}",,30-05-2023,29-05-2025,FALSE,Get up to 10% off on food at Caracas Pastry,average-pricing|large-group-friendly|middle-eastern-cuisine|dine-in|couple-friendly|pizza|lebanese-cuisine|delivery-services|arabian-cuisine|basic-design|take-away|breakfast|restaurant|accepts-cards|casual-dining|wifi,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/SourcedLogo-Caracas.webp,https://dpimages.crayondata.com/high-res-image/resized/caracas_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/SourcedBanner-Caracas.webp,https://dpimages.crayondata.com/high-res-image/resized/SourcedImage-Caracas.webp,,,
222253,LL1140,Al Finjan Lobby Lounge - Le Meridien Abu Dhabi,"This Small Café In The Lobby Of Le Méridien Hotel Is Quite Attractive, With Its Stained Glass Ceiling, Mosaic Tiled Floor And View Of The Outdoors. Offering Wide Selections Of Tea, Coffee, Cakes And Pastries.",dining,"{famous-for=[breakfast], amenities=[wifi], dish-speciality=[cakes, sandwiches], dining-type=[fine-dining], design=[classical-design], channel=[dine-in], cuisine=[general], payment=[accepts-cards], customer_service_tags=[valet-parking], restaurant-type=[cafe]}",,01-06-2023,31-05-2025,FALSE,Get up to 20% off on food at Al Finjan Lobby Lounge - Le Meridien Abu Dhabi,dine-in|accepts-cards|cakes|breakfast|cafe|fine-dining|wifi|classical-design|valet-parking|general|sandwiches,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Al_Finjan_Lobby_Lounge_Le_Meridien_Abu_Dhabi_NewLogo.webp,https://dpimages.crayondata.com/high-res-image/resized/Al_Finjan_Lobby_Lounge_Le_Meridien_Abu_Dhabi_NewImage.webp,https://dpimages.crayondata.com/high-res-image/resized/Al_Finjan_Lobby_Lounge_Le_Meridien_Abu_Dhabi_NewBanner.webp,https://dpimages.crayondata.com/high-res-image/resized/Al_Finjan_Lobby_Lounge_Le_Meridien_Abu_Dhabi_NewImage.webp,y,,
219491,LL1132,Cafe Cocosome,"Welcome To Cocosome, A Captivating Cafe Experience In Dubai Where The Irresistible Blend Of Cocoa And Awesomeness Comes To Life. With Meticulous Attention To Detail, Cocosome Offers A Menu Of Delectable Cakes, Pastries, Chocolates, And Desserts, Each Crafted As A Masterpiece Using The Finest Ingredients And Innovative Techniques. But It Doesn'T Stop At Cocoa; Cocosome Provides A Diverse Culinary Experience With A Wide Range Of Breakfast Options, Including Scrumptious French Toast And Savory Omelettes, As Well As Wholesome And Flavorful Dishes Like Gourmet Sandwiches And Comforting Pasta Creations. The Inviting And Warm Atmosphere At Cocosome Allows You To Relax, Connect, And Savor The Flavors Of Their Culinary Creations. Whether You'Re Seeking A Quick Treat.",dining,"{amenities=[serves-alcohol-full-bar], dining-type=[casual-dining], channel=[dine-in, take-away], cuisine=[general], payment=[accepts-cards], restaurant-type=[cafe]}",,14-06-2023,14-06-2025,FALSE,Get up to 20% off on food at Cafe Cocosome,serves-alcohol-full-bar|dine-in|accepts-cards|take-away|casual-dining|cafe|general,Dubai,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/SourcedADIB-CafeCocosome-Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Cafe_Cocosome_merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/SourcedADIB-CafeCocosome-Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/SourcedADIB-CafeCocosome-Image.webp,y,,
222256,LL1142,Flavours - Radisson Blu Hotel & Resort Al Ain,Flavours - Radisson Blu Hotel & Resort Al Ain,dining,0,,01-06-2023,31-05-2025,FALSE,Get up to 20% off on food at Flavours - Radisson Blu Hotel & Resort Al Ain,accepts-cards|breakfast|industrial-design|wifi|buffet|large-group-friendly|serves-alcohol-full-bar|dine-in|private-dining|casual-dining|outdoor-seating|restaurant|international-cuisine,Al Ain,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Flavours__Radisson_Blu_Al_AinLogo.webp,https://dpimages.crayondata.com/high-res-image/resized/Flavours_Radisson_Blu_Al_Ain_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Flavours_Radisson_Blu_Al_Ain_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/Flavours_Allday_Dining_Radisson_Blu_Hotel_Resort_Al_Ain_NewImage.webp,,,
222263,LL1143,Flavours - Sheraton Hotel & Resort Abu Dhabi,Flavours - Sheraton Hotel & Resort Abu Dhabi,dining,0,,01-06-2023,31-05-2025,FALSE,Get up to 20% off on food at Flavours - Sheraton Hotel & Resort Abu Dhabi,arabian-cuisine|lunch-and-dinner|parking-available|breakfast|brunch|wifi|booking-and-reservations|validated-parking|german-cuisine|serves-alcohol-full-bar|dine-in|casual-dining|vegetarian-friendly|wheelchair-access|classical-design|restaurant|gluten-free|valet-parking|international-cuisine|live-music|sushi,Abu Dhabi,United Arab Emirates,https://dpimages.crayondata.com/high-res-image/resized/Flavours__Sheraton_Abu_Dhabi_Logo.webp,https://dpimages.crayondata.com/high-res-image/resized/Flavours_Sheraton_Abu_Dhabi_Merchant.webp,https://dpimages.crayondata.com/high-res-image/resized/Flavours_Sheraton_Abu_Dhabi_Banner.webp,https://dpimages.crayondata.com/high-res-image/resized/Flavours_Sheraton_Abu_Dhabi_Merchant.webp,,,
